CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation
9004	9013	-17.973	9004	0.8081	9004.0	41	 
6170	6436	-2.014	6170	0.7765	6170.0	41	H2
9008	9935	261.029	9008	0.701	9008.0	41	 
9947	10356	0.000	9947	0.9969	9947.0	41	 
9001	9045	-44.026	9001	0.9967	9001.0	41	H2N3:C2H4O
5680	9024	-231.021	5680	0.8432	5680.0	41	 
9008	9013	-2.001	9008	0.918	9008.0	41	isotope_34S:isotope_37Cl:isotope_81Br
9045	10095	-192.043	9045	0.9094	9045.0	41	 
3637	9001	-121.053	3637	0.9209	3637.0	41	 
9947	10275	122.038	9947	0.9235	9947.0	41	 
5452	10240	0.000	5452	0.96	5452.0	41	 
5452	9953	-0.000	5452	0.9628	5452.0	41	 
10247	10356	398.066	10247	0.8639	10247.0	41	 
5700	10275	18.011	5700	0.8158	5700.0	41	H2O
9001	9011	17.026	9001	0.9956	9001.0	41	adduct_rel_H_NH4 or NH3
6168	10240	-0.000	6168	0.9928	6168.0	41	 
9001	10095	-236.069	9001	0.9118	9001.0	41	 
10095	10971	-28.031	10095	0.7661	10095.0	41	C2H4
5680	10275	-58.042	5680	0.8604	5680.0	41	CH4N3:C3H6O
9016	9035	23.016	9016	0.8491	9016.0	41	 
9941	10196	-0.000	9941	0.9938	9941.0	41	 
5452	5680	0.000	5452	0.993	5452.0	41	 
9016	9024	41.027	9016	0.8485	9016.0	41	C2H3N
9016	10013	-28.031	9016	0.9566	9016.0	41	C2H4
9222	10095	-48.000	9222	0.8921	9222.0	41	 
5700	9947	-104.027	5700	0.8179	5700.0	41	 
9916	10236	378.088	9916	0.8229	9916.0	41	 
9947	10247	-398.066	9947	0.8577	9947.0	41	 
9941	9947	17.026	9941	0.9821	9941.0	41	adduct_rel_H_NH4 or NH3
9004	9082	351.059	9004	0.7479	9004.0	41	 
5513	5700	-0.000	5513	0.8753	5513.0	41	 
9016	10235	12.996	9016	0.7619	9016.0	41	 
6170	6381	0.000	6170	0.9493	6170.0	41	 
9024	9035	-18.011	9024	0.9149	9024.0	41	H2O
9035	10235	-10.020	9035	0.8812	9035.0	41	 
9935	10235	0.000	9935	0.9415	9935.0	41	 
5680	9953	-0.000	5680	0.9552	5680.0	41	 
10196	10356	17.026	10196	0.9885	10196.0	41	adduct_rel_H_NH4 or NH3
9001	9082	16.023	9001	0.7447	9001.0	41	 
9011	10095	-253.095	9011	0.904	9011.0	41	 
10196	10275	139.064	10196	0.8811	10196.0	41	 
10196	10247	-381.040	10196	0.8258	10196.0	41	 
5700	9941	-121.053	5700	0.7964	5700.0	41	 
9953	10240	0.000	9953	0.9929	9953.0	41	 
9004	9014	350.056	9004	0.7351	9004.0	41	 
10013	10235	41.026	10013	0.8378	10013.0	41	C2H3N
9901	10219	-378.087	9901	0.7489	9901.0	41	 
9941	10356	17.026	9941	0.9817	9941.0	41	adduct_rel_H_NH4 or NH3
9941	10275	139.064	9941	0.8573	9941.0	41	 
10219	10236	378.087	10219	0.7713	10219.0	41	 
9935	10013	-41.026	9935	0.8057	9935.0	41	C2H3N
9024	9935	-28.031	9024	0.8751	9024.0	41	C2H4
5452	9024	-231.021	5452	0.8439	5452.0	41	 
9953	10275	-58.042	9953	0.9015	9953.0	41	CH4N3:C3H6O
9916	10219	0.000	9916	0.9276	9916.0	41	 
10223	10247	-2.000	10223	0.9341	10223.0	41	isotope_34S:isotope_37Cl:isotope_81Br
9016	9935	12.995	9016	0.7523	9016.0	41	 
9901	10236	0.000	9901	0.9762	9901.0	41	 
6381	6436	-2.014	6381	0.8052	6381.0	41	H2
6168	10275	-58.042	6168	0.8977	6168.0	41	CH4N3:C3H6O
5452	10275	-58.042	5452	0.8713	5452.0	41	CH4N3:C3H6O
6168	9953	-0.000	6168	0.9964	6168.0	41	 
10013	10219	-260.094	10013	0.7066	10013.0	41	 
10275	10356	-122.037	10275	0.9291	10275.0	41	 
5680	10240	0.000	5680	0.9603	5680.0	41	 
10219	10247	-17.973	10219	0.8296	10219.0	41	 
9004	9008	-15.972	9004	0.865	9004.0	41	 
10240	10275	-58.042	10240	0.8961	10240.0	41	CH4N3:C3H6O
5513	6436	0.001	5513	0.826	5513.0	41	 
5700	10196	-121.053	5700	0.8041	5700.0	41	 
5700	10219	-484.120	5700	0.7373	5700.0	41	 
9004	9045	291.009	9004	0.7362	9004.0	41	 
9045	9082	60.049	9045	0.7389	9045.0	41	 
10219	10223	-15.973	10219	0.8518	10219.0	41	 
10236	10247	-396.060	10236	0.7342	10236.0	41	 
9024	10235	-28.031	9024	0.9178	9024.0	41	C2H4
10235	10247	-319.093	10235	0.7481	10235.0	41	 
9014	9082	1.002	9014	0.9003	9014.0	41	isotope_13C
9011	9045	-61.053	9011	0.9888	9011.0	41	H5N4:C2H7NO
9011	9082	-1.003	9011	0.7696	9011.0	41	isotope_13C
9947	10196	-17.026	9947	0.9897	9947.0	41	adduct_rel_H_NH4 or NH3
5700	10356	-104.027	5700	0.8227	5700.0	41	 
3637	9011	-104.026	3637	0.9438	3637.0	41	 
9916	10247	-17.973	9916	0.8819	9916.0	41	 
3637	3683	-0.073	3637	0.8251	3637.0	41	 
5452	6168	0.000	5452	0.9757	5452.0	41	 
10219	10235	301.120	10219	0.7327	10219.0	41	 
9001	9004	-335.036	9001	0.7504	9001.0	41	 
5680	6168	0.000	5680	0.9678	5680.0	41	 
3503	3979	-132.081	3503	0.9763	3503.0	42	 
4089	4498	-44.025	4089	0.8787	4089.0	42	H2N3:C2H4O
10390	10578	132.079	10390	0.9121	10390.0	42	 
4498	4524	-17.028	4498	0.9183	4498.0	42	adduct_rel_H_NH4 or NH3
4822	5060	-44.025	4822	0.95	4822.0	42	H2N3:C2H4O
1611	3277	-325.203	1611	0.7556	1611.0	42	 
10730	10766	44.026	10730	0.9383	10730.0	42	H2N3:C2H4O
1269	4822	-62.017	1269	0.8988	1269.0	42	C5H2
4168	4822	-88.053	4168	0.9376	4168.0	42	 
10708	10730	44.027	10708	0.9597	10708.0	42	H2N3:C2H4O
4524	5060	-88.052	4524	0.9491	4524.0	42	 
10435	10578	88.054	10435	0.9691	10435.0	42	 
10528	10730	176.105	10528	0.8229	10528.0	42	 
1269	3277	-369.229	1269	0.7622	1269.0	42	 
4168	4524	-44.027	4168	0.902	4168.0	42	H2N3:C2H4O
10435	10528	44.028	10435	0.9136	10435.0	42	H2N3:C2H4O
4089	4822	-105.080	4089	0.8746	4089.0	42	 
10435	10628	132.080	10435	0.9482	10435.0	42	 
4583	5060	-44.025	4583	0.9388	4583.0	42	H2N3:C2H4O
1268	1611	-61.053	1268	0.9474	1268.0	42	H5N4:C2H7NO
10628	10730	88.053	10628	0.8718	10628.0	42	 
10435	10708	176.106	10435	0.9163	10435.0	42	 
10628	10708	44.026	10628	0.9489	10628.0	42	H2N3:C2H4O
10528	10708	132.078	10528	0.9086	10528.0	42	 
4583	4822	-0.000	4583	0.9884	4583.0	42	 
10390	10528	88.053	10390	0.8898	10390.0	42	 
10528	10578	44.026	10528	0.8875	10528.0	42	H2N3:C2H4O
10390	10435	44.025	10390	0.9198	10390.0	42	H2N3:C2H4O
1269	2683	-220.131	1269	0.9601	1269.0	42	 
1269	4583	-62.017	1269	0.8966	1269.0	42	C5H2
2683	3979	-28.031	2683	0.9056	2683.0	42	C2H4
10578	10730	132.079	10578	0.8586	10578.0	42	 
10708	10766	88.052	10708	0.8624	10708.0	42	 
1611	4822	-17.990	1611	0.8085	1611.0	42	 
1611	4583	-17.990	1611	0.8385	1611.0	42	 
4498	5060	-105.080	4498	0.9058	4498.0	42	 
4524	4822	-44.027	4524	0.9817	4524.0	42	H2N3:C2H4O
1611	2683	-176.105	1611	0.9641	1611.0	42	 
4498	4583	-61.055	4498	0.9121	4498.0	42	C2H7NO
10528	10628	88.052	10528	0.9513	10528.0	42	 
4524	4583	-44.027	4524	0.9842	4524.0	42	H2N3:C2H4O
4089	5060	-149.105	4089	0.8501	4089.0	42	 
4168	4498	-26.999	4168	0.9035	4168.0	42	 
2683	3277	-149.098	2683	0.7535	2683.0	42	 
4498	4822	-61.055	4498	0.9233	4498.0	42	C2H7NO
4822	10708	-126.140	4822	0.7468	4822.0	42	 
1269	1611	-44.026	1269	0.9793	1269.0	42	H2N3:C2H4O
4089	4168	-17.027	4089	0.8412	4089.0	42	adduct_rel_H_NH4 or NH3
4089	4524	-61.053	4089	0.8811	4089.0	42	H5N4:C2H7NO
10578	10628	44.026	10578	0.9548	10578.0	42	H2N3:C2H4O
4089	4583	-105.080	4089	0.8669	4089.0	42	 
4168	4583	-88.053	4168	0.9239	4168.0	42	 
10578	10708	88.052	10578	0.9197	10578.0	42	 
12608	12613	-18.011	12608	0.9766	12608.0	43	H2O
8726	8734	-18.010	8726	0.7942	8726.0	44	H2O
8371	8429	-28.031	8371	0.7799	8371.0	44	C2H4
7542	8016	0.000	7542	0.786	7542.0	44	 
6616	8016	14.015	6616	0.7976	6616.0	44	methanol (-H2O):CH2
8492	13012	15.995	8492	0.7787	8492.0	44	O
8429	8726	0.036	8429	0.8725	8429.0	44	 
6616	8877	12.000	6616	0.8123	6616.0	44	C
8143	8429	38.016	8143	0.7648	8143.0	44	C3H2
8429	8931	0.036	8429	0.8249	8429.0	44	 
6616	8371	14.015	6616	0.7875	6616.0	44	methanol (-H2O):CH2
8734	8931	18.010	8734	0.8874	8734.0	44	H2O
6616	8726	-13.979	6616	0.7672	6616.0	44	 
8726	8931	0.000	8726	0.9093	8726.0	44	 
8371	8492	17.974	8371	0.7791	8371.0	44	 
6616	8931	-13.979	6616	0.7694	6616.0	44	 
8371	8877	-2.015	8371	0.7675	8371.0	44	H2
8833	8972	0.000	8833	0.9102	8833.0	45	 
6164	8833	0.000	6164	0.9191	6164.0	45	 
6164	8972	0.000	6164	0.9825	6164.0	45	 
11173	12128	135.091	11173	0.9539	11173.0	48	 
11173	12752	15.996	11173	0.9837	11173.0	48	O
10601	12911	1.980	10601	0.9673	10601.0	48	 
12127	12911	-48.070	12127	0.9607	12127.0	48	 
12911	13243	-190.119	12911	0.9489	12911.0	48	 
9881	13259	31.992	9881	0.9654	9881.0	48	O2
12127	12934	-31.043	12127	0.9678	12127.0	48	CH5N
11173	13466	46.008	11173	0.963	11173.0	48	CH2O2:H2N2O
11960	12022	44.024	11960	0.96	11960.0	48	H2N3:C2H4O
12022	12128	61.054	12022	0.9581	12022.0	48	H5N4:C2H7NO
12216	12702	-268.202	12216	0.9831	12216.0	48	 
12702	12911	132.082	12702	0.965	12702.0	48	 
10066	13243	-144.114	10066	0.9525	10066.0	48	 
12122	12127	34.054	12122	0.9524	12122.0	48	 
10066	11354	74.036	10066	0.9587	10066.0	48	CH4N3O:C3H6O2:CH5N3O
11310	12702	-116.087	11310	0.9608	11310.0	48	 
9881	11901	60.022	9881	0.9572	9881.0	48	H2N3O:C2H4O2:CH4N2O
12752	13134	-190.121	12752	0.9522	12752.0	48	 
13134	13168	44.024	13134	0.9902	13134.0	48	CH2NO:H2N3:C2H4O
12022	12122	44.028	12022	0.9496	12022.0	48	H2N3:C2H4O
10601	13243	-188.138	10601	0.9774	10601.0	48	 
12122	12934	3.011	12122	0.9587	12122.0	48	 
12752	13168	-146.097	12752	0.9508	12752.0	48	 
12911	14351	-174.127	12911	0.9489	12911.0	48	 
10601	11354	30.011	10601	0.9665	10601.0	48	CH2O
11354	12127	20.039	11354	0.9558	11354.0	48	 
9881	13466	120.045	9881	0.9601	9881.0	48	 
12216	14351	-310.247	12216	0.9675	12216.0	48	 
11310	12184	91.064	11310	0.9662	11310.0	48	 
12216	12934	-119.094	12216	0.9669	12216.0	48	 
12022	13259	-116.083	12022	0.9703	12022.0	48	 
11842	13466	104.047	11842	0.9779	11842.0	48	 
10158	12122	-72.061	10158	0.9496	10158.0	48	C2H6N3:C3H8N2
11252	11960	-14.014	11252	0.9623	11252.0	48	methanol (-H2O):CH2
10601	12127	50.050	10601	0.9578	10601.0	48	 
10602	12911	-28.031	10602	0.9567	10602.0	48	C2H4
11310	12216	152.116	11310	0.9579	11310.0	48	 
13134	13466	220.133	13134	0.957	13134.0	48	 
9881	12128	209.129	9881	0.9796	9881.0	48	 
11960	13134	-204.138	11960	0.9734	11960.0	48	 
12961	13034	88.051	12961	0.9499	12961.0	48	 
11310	12127	64.065	11310	0.9697	11310.0	48	 
10601	12934	19.007	10601	0.9679	10601.0	48	 
10559	12127	94.075	10559	0.9649	10559.0	48	 
12911	12934	17.026	12911	0.995	12911.0	48	adduct_rel_H_NH4 or NH3
13034	13134	88.054	13034	0.9556	13034.0	48	 
12022	13134	-248.162	12022	0.9619	12022.0	48	 
11354	13243	-218.149	11354	0.9812	11354.0	48	 
11252	13168	-174.128	11252	0.9578	11252.0	48	 
13034	13168	132.078	13034	0.9671	13034.0	48	 
11960	13259	-72.059	11960	0.9735	11960.0	48	CH4N4:C2H6N3
11310	12911	15.996	11310	0.9739	11310.0	48	O
9881	11252	118.065	9881	0.9597	9881.0	48	 
12184	12216	61.052	12184	0.9867	12184.0	48	H5N4:C2H7NO
10019	10030	44.026	10019	0.9619	10019.0	48	H2N3:C2H4O
10653	12934	-42.046	10653	0.9972	10653.0	48	C3H6
11173	11842	-58.040	11173	0.983	11173.0	48	CH4N3:C3H6O
10066	10559	-0.001	10066	0.974	10066.0	48	 
13034	13466	308.187	13034	0.9528	13034.0	48	 
12027	12127	61.054	12027	0.9481	12027.0	48	H5N4:C2H7NO
10602	10653	31.042	10602	0.9566	10602.0	48	CH5N
9881	13168	-56.063	9881	0.9617	9881.0	48	C4H8
10601	11310	-14.015	10601	0.9716	10601.0	48	methanol (-H2O):CH2
10463	10602	88.055	10463	0.9445	10463.0	48	 
12752	13034	-278.175	12752	0.9442	12752.0	48	 
12022	13466	-28.030	12022	0.9458	12022.0	48	C2H4
11252	13134	-218.152	11252	0.9718	11252.0	48	 
11310	12122	30.011	11310	0.9693	11310.0	48	CH2O
10559	13243	-144.113	10559	0.9767	10559.0	48	 
11842	12752	74.036	11842	0.998	11842.0	48	CH4N3O:C3H6O2:CH5N3O
10559	10601	44.025	10559	0.9763	10559.0	48	H2N3:C2H4O
10559	11354	74.036	10559	0.9835	10559.0	48	CH4N3O:C3H6O2:CH5N3O
10030	11901	-28.034	10030	0.9586	10030.0	48	C2H4
9881	11960	104.051	9881	0.9617	9881.0	48	 
12184	14351	-249.195	12184	0.9718	12184.0	48	 
12702	14351	-42.045	12702	0.9559	12702.0	48	C3H6
12027	12184	88.053	12027	0.9655	12027.0	48	 
12128	13168	-265.192	12128	0.9532	12128.0	48	 
12128	12752	-119.096	12128	0.9685	12128.0	48	 
10099	10559	-44.026	10099	0.9559	10099.0	48	H2N3:C2H4O
12184	12911	-75.068	12184	0.9729	12184.0	48	CH7N4:C3H9NO
11252	13259	-86.073	11252	0.9679	11252.0	48	 
12702	12934	149.109	12702	0.972	12702.0	48	 
12027	12702	-119.098	12027	0.9593	12027.0	48	 
11252	12128	91.064	11252	0.9499	11252.0	48	 
13168	13466	176.109	13168	0.9624	13168.0	48	 
9881	10019	44.030	9881	0.95	9881.0	48	H2N3:C2H4O:CH4N2
10559	11310	30.010	10559	0.9584	10559.0	48	CH2O
10653	11310	-75.068	10653	0.9764	10653.0	48	CH7N4:C3H9NO
9881	12022	148.075	9881	0.9713	9881.0	48	 
10601	10653	61.053	10601	0.9686	10601.0	48	H5N4:C2H7NO
9881	13134	-100.087	9881	0.9812	9881.0	48	 
10654	11354	-14.017	10654	0.9447	10654.0	48	methanol (-H2O):CH2
10601	12122	15.996	10601	0.9556	10601.0	48	O
10117	11354	-14.017	10117	0.9619	10117.0	48	methanol (-H2O):CH2
12184	12934	-58.042	12184	0.9721	12184.0	48	CH4N3:C3H6O
13002	13168	176.106	13002	0.9495	13002.0	48	 
10559	12122	60.021	10559	0.9666	10559.0	48	H2N3O:C2H4O2
12027	14351	-161.143	12027	0.9441	12027.0	48	 
10559	12027	33.021	10559	0.9573	10559.0	48	NH3O:H3NO
12128	13466	-89.084	12128	0.9528	12128.0	48	 
10019	11901	15.991	10019	0.9721	10019.0	48	O
10602	12934	-11.005	10602	0.9549	10602.0	48	 
12128	13134	-309.216	12128	0.9752	12128.0	48	 
11310	12934	33.022	11310	0.9767	11310.0	48	NH3O:H3NO
10653	12127	-11.003	10653	0.9665	10653.0	48	 
10601	10602	30.011	10601	0.9575	10601.0	48	CH2O
13134	13259	132.079	13134	0.9728	13134.0	48	 
10653	12702	-191.155	10653	0.9724	10653.0	48	 
10653	12184	15.995	10653	0.9737	10653.0	48	O
11354	12122	-14.015	11354	0.9749	11354.0	48	methanol (-H2O):CH2
12127	12216	88.051	12127	0.9469	12127.0	48	 
10653	12122	-45.057	10653	0.9605	10653.0	48	C2H7N
11252	12022	30.010	11252	0.9627	11252.0	48	CH2O
12027	12216	149.105	12027	0.9645	12027.0	48	 
12752	13466	30.012	12752	0.9759	12752.0	48	CH2O
12216	12911	-136.120	12216	0.9599	12216.0	48	 
12184	12702	-207.150	12184	0.9929	12184.0	48	 
11842	12128	193.131	11842	0.9686	11842.0	48	 
11960	12128	105.078	11960	0.9554	11960.0	48	 
10653	12216	77.047	10653	0.971	10653.0	48	C6H5:H5N4O
12122	13243	-204.134	12122	0.9616	12122.0	48	 
10653	12911	-59.073	10653	0.9947	10653.0	48	C3H9N
13168	13259	88.055	13168	0.9618	13168.0	48	 
11960	13168	-160.114	11960	0.9595	11960.0	48	 
12260	12442	-41.027	12260	0.8743	12260.0	49	C2H3N
12260	13569	-28.031	12260	0.9307	12260.0	49	C2H4
12260	13769	-28.031	12260	0.869	12260.0	49	C2H4
12465	13769	-28.031	12465	0.9856	12465.0	49	C2H4
12260	12465	0.000	12260	0.8565	12260.0	49	 
12465	13569	-28.031	12465	0.8058	12465.0	49	C2H4
13569	13769	0.000	13569	0.8209	13569.0	49	 
13569	13756	-1.995	13569	0.7635	13569.0	49	isotope_34S:isotope_37Cl:isotope_81Br
12442	13569	12.995	12442	0.8365	12442.0	49	 
12442	12465	41.027	12442	0.8998	12442.0	49	C2H3N
13756	13769	1.995	13756	0.8463	13756.0	49	isotope_34S:isotope_37Cl:isotope_81Br
12442	13769	12.995	12442	0.9161	12442.0	49	 
6797	6895	18.010	6797	0.8119	6797.0	50	H2O
3248	5605	-0.000	3248	0.8512	3248.0	51	 
2731	4248	-0.000	2731	0.8332	2731.0	51	 
2731	3248	0.000	2731	0.7858	2731.0	51	 
2731	4944	-0.000	2731	0.7687	2731.0	51	 
1853	1893	-0.038	1853	0.7638	1853.0	51	 
1777	1893	-0.057	1777	0.7756	1777.0	51	 
3248	4248	-0.000	3248	0.865	3248.0	51	 
4248	5605	0.000	4248	0.8202	4248.0	51	 
1853	3248	0.019	1853	0.78	1853.0	51	 
1777	4248	0.000	1777	0.7699	1777.0	51	 
1777	1853	-0.019	1777	0.9046	1777.0	51	 
1853	4248	0.019	1853	0.7827	1853.0	51	 
1777	3248	0.000	1777	0.7752	1777.0	51	 
4944	5605	0.000	4944	0.8329	4944.0	51	 
2357	2557	0.024	2357	0.8163	2357.0	54	 
2357	2988	0.024	2357	0.749	2357.0	54	 
2557	2988	0.000	2557	0.8247	2557.0	54	 
1832	2988	-14.016	1832	0.7981	1832.0	54	methanol (-H2O):CH2
9790	11406	-28.032	9790	0.9868	9790.0	56	C2H4
9790	12406	-42.047	9790	0.9699	9790.0	56	C3H6
11406	12406	-14.016	11406	0.9657	11406.0	56	methanol (-H2O):CH2
10496	11406	-14.016	10496	0.9814	10496.0	56	methanol (-H2O):CH2
7956	8957	100.053	7956	0.8667	7956.0	57	 
5957	7574	-100.053	5957	0.8434	5957.0	57	 
7956	8212	0.000	7956	0.879	7956.0	57	 
5957	8212	-100.053	5957	0.8257	5957.0	57	 
5957	7956	-100.053	5957	0.8288	5957.0	57	 
5957	13090	-16.032	5957	0.8481	5957.0	57	CH4
5957	8957	-0.000	5957	0.9247	5957.0	57	 
7574	8212	-0.000	7574	0.8532	7574.0	57	 
8957	13090	-16.031	8957	0.8313	8957.0	57	CH4
12625	13090	-4.031	12625	0.8505	12625.0	57	H4
5957	6809	-28.031	5957	0.9088	5957.0	57	C2H4
8212	8957	100.053	8212	0.8328	8212.0	57	 
8873	9421	-14.016	8873	0.8447	8873.0	58	methanol (-H2O):CH2
11448	12656	71.073	11448	0.9217	11448.0	59	C4H9N
9911	9977	-46.005	9911	0.9134	9911.0	59	CH2O2
9627	14362	0.000	9627	0.9052	9627.0	59	 
9516	10719	-28.031	9516	0.9137	9516.0	59	C2H4
12656	13621	0.000	12656	0.9155	12656.0	59	 
9899	10142	0.000	9899	0.9298	9899.0	59	 
11809	12656	-42.047	11809	0.9129	11809.0	59	C3H6
10119	11330	0.000	10119	0.9066	10119.0	59	 
10119	10718	-27.995	10119	0.9477	10119.0	59	CO
9627	14170	18.011	9627	0.9119	9627.0	59	H2O
7079	10316	-44.026	7079	0.9801	7079.0	59	H2N3:C2H4O
11809	13621	-42.047	11809	0.9632	11809.0	59	C3H6
12436	14362	38.052	12436	0.9072	12436.0	59	 
9911	11809	14.016	9911	0.9114	9911.0	59	methanol (-H2O):CH2
7079	14362	27.995	7079	0.9268	7079.0	59	CO
9627	13675	0.000	9627	0.9217	9627.0	59	 
12636	13621	92.047	12636	0.9088	12636.0	59	 
8313	10119	-10.021	8313	0.9129	8313.0	59	 
11313	12636	-28.031	11313	0.9161	11313.0	59	C2H4
9516	11434	-74.036	9516	0.9161	9516.0	59	CH4N3O:C3H6O2
7058	11330	31.990	7058	0.9046	7058.0	59	O2
9911	10718	-27.995	9911	0.9177	9911.0	59	CO
10719	13621	0.000	10719	0.9106	10719.0	59	 
11809	12436	-14.016	11809	0.902	11809.0	59	methanol (-H2O):CH2
9911	13621	-28.031	9911	0.9534	9911.0	59	C2H4
9911	11330	0.000	9911	0.9054	9911.0	59	 
9911	12656	-28.031	9911	0.9444	9911.0	59	C2H4
10603	11809	0.000	10603	0.9185	10603.0	59	 
9516	12656	-28.031	9516	0.9317	9516.0	59	C2H4
7175	10316	-44.063	7175	0.9587	7175.0	59	C3H8
7079	7175	0.036	7079	0.9848	7079.0	59	 
10707	11313	-14.016	10707	0.9189	10707.0	59	methanol (-H2O):CH2
10316	14362	72.021	10316	0.9291	10316.0	59	CH2N3O:C3H492
9899	11313	-28.031	9899	0.9344	9899.0	59	C2H4
10119	13621	-28.031	10119	0.9075	10119.0	59	C2H4
9516	10119	0.000	9516	0.9409	9516.0	59	 
8278	11330	31.990	8278	0.9056	8278.0	59	O2
10119	12436	0.000	10119	0.938	10119.0	59	 
7058	8278	-0.000	7058	0.9415	7058.0	59	 
9516	13621	-28.031	9516	0.9678	9516.0	59	C2H4
9516	9911	0.000	9516	0.9832	9516.0	59	 
9911	11434	-74.036	9911	0.9103	9911.0	59	CH4N3O:C3H6O2
9911	10603	14.016	9911	0.9193	9911.0	59	methanol (-H2O):CH2
9516	11330	0.000	9516	0.9178	9516.0	59	 
9516	12636	-120.079	9516	0.9145	9516.0	59	 
10119	11809	14.016	10119	0.9314	10119.0	59	methanol (-H2O):CH2
9516	12436	0.000	9516	0.9376	9516.0	59	 
9911	10119	0.000	9911	0.9196	9911.0	59	 
9977	12656	17.974	9977	0.9613	9977.0	59	 
12647	12656	74.036	12647	0.9309	12647.0	59	CH4N3O:C3H6O2
9649	14170	0.000	9649	0.9122	9649.0	59	 
9977	11434	-28.030	9977	0.9306	9977.0	59	C2H4
9516	11809	14.016	9516	0.9268	9516.0	59	methanol (-H2O):CH2
11434	12656	46.004	11434	0.915	11434.0	59	CH2O2
10719	11809	42.047	10719	0.9102	10719.0	59	C3H6
12436	13621	-28.031	12436	0.9073	12436.0	59	C2H4
11448	12647	-2.963	11448	0.9271	11448.0	59	 
12137	12258	0.000	12137	0.9843	12137.0	62	 
12497	13493	0.000	12497	0.9811	12497.0	62	 
11710	12137	0.000	11710	0.9684	11710.0	62	 
11710	13493	0.000	11710	0.9809	11710.0	62	 
12967	13493	0.000	12967	0.9874	12967.0	62	 
12258	12497	0.000	12258	0.9845	12258.0	62	 
12497	12967	0.000	12497	0.9731	12497.0	62	 
11710	12497	0.000	11710	0.9851	11710.0	62	 
12137	12497	0.000	12137	0.9694	12137.0	62	 
12137	12967	0.000	12137	0.9909	12137.0	62	 
12137	13493	0.000	12137	0.9817	12137.0	62	 
11710	12258	0.000	11710	0.983	11710.0	62	 
12258	13493	0.000	12258	0.9789	12258.0	62	 
11710	12967	0.000	11710	0.9724	11710.0	62	 
12258	12967	0.000	12258	0.9898	12258.0	62	 
2456	2621	-78.079	2456	0.9377	2456.0	64	 
4383	4793	-176.105	4383	0.8932	4383.0	64	 
2619	10067	-26.999	2619	0.9462	2619.0	64	 
2619	2883	-105.079	2619	0.912	2619.0	64	 
2621	10107	17.026	2621	0.9306	2621.0	64	adduct_rel_H_NH4 or NH3
2456	10106	-44.026	2456	0.9543	2456.0	64	H2N3:C2H4O
2618	2621	-34.053	2618	0.9407	2618.0	64	 
2618	10106	0.000	2618	0.9485	2618.0	64	 
10155	10176	44.025	10155	0.8886	10155.0	64	H2N3:C2H4O
2619	10034	-88.053	2619	0.9169	2619.0	64	 
10000	10068	88.052	10000	0.9207	10000.0	64	 
2618	2705	-44.027	2618	0.9282	2618.0	64	H2N3:C2H4O
10106	10107	-17.026	10106	0.9507	10106.0	64	adduct_rel_H_NH4 or NH3
9999	10156	159.077	9999	0.9395	9999.0	64	 
2705	10067	0.001	2705	0.914	2705.0	64	 
10067	10107	26.999	10067	0.972	10067.0	64	 
3869	10034	457.288	3869	0.9129	3869.0	64	 
2883	10156	149.105	2883	0.9379	2883.0	64	 
10068	10106	61.053	10068	0.9564	10068.0	64	H5N4:C2H7NO
2621	10067	-9.973	2621	0.9243	2621.0	64	 
2618	2619	-17.026	2618	0.9676	2618.0	64	adduct_rel_H_NH4 or NH3
2456	2619	-61.053	2456	0.9719	2456.0	64	H5N4:C2H7NO
3869	4383	486.273	3869	0.8783	3869.0	64	 
2619	2621	-17.026	2619	0.9618	2619.0	64	adduct_rel_H_NH4 or NH3
2619	10068	-44.026	2619	0.967	2619.0	64	H2N3:C2H4O
10034	10176	193.132	10034	0.9012	10034.0	64	 
10000	10107	132.079	10000	0.9263	10000.0	64	 
10067	10176	132.079	10067	0.8949	10067.0	64	 
2705	10155	88.054	2705	0.8998	2705.0	64	 
2456	10067	-88.052	2456	0.9569	2456.0	64	 
10106	10176	88.053	10106	0.9199	10106.0	64	 
4793	10156	279.198	4793	0.899	4793.0	64	 
2705	10106	44.027	2705	0.9425	2705.0	64	H2N3:C2H4O
10000	10067	105.079	10000	0.9125	10000.0	64	 
10034	10068	44.026	10034	0.9347	10034.0	64	H2N3:C2H4O
2619	10106	17.027	2619	0.9285	2619.0	64	adduct_rel_H_NH4 or NH3
2456	2618	-44.027	2456	0.993	2456.0	64	H2N3:C2H4O
10000	10106	149.105	10000	0.9361	10000.0	64	 
2705	10156	71.026	2705	0.9027	2705.0	64	C2H3N2O
2618	10068	-61.053	2618	0.9551	2618.0	64	H5N4:C2H7NO
2619	10000	-132.078	2619	0.9126	2619.0	64	 
2619	10107	0.000	2619	0.9708	2619.0	64	 
3869	10000	413.262	3869	0.8828	3869.0	64	 
2883	4793	-130.093	2883	0.9557	2883.0	64	 
2621	10068	-27.000	2621	0.9344	2621.0	64	 
2618	10000	-149.105	2618	0.9117	2618.0	64	 
2883	10034	17.027	2883	0.9214	2883.0	64	adduct_rel_H_NH4 or NH3
2456	10000	-193.131	2456	0.9202	2456.0	64	 
10034	10107	88.053	10034	0.934	10034.0	64	 
2618	10067	-44.026	2618	0.9586	2618.0	64	H2N3:C2H4O
