CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation
2632	2745	18.011	2632	0.809	2632.0	282	H2O
2745	4400	-0.000	2745	0.9363	2745.0	282	 
13132	13165	44.026	13132	0.9968	13132.0	284	H2N3:C2H4O
13132	13157	27.001	13132	0.9861	13132.0	284	 
7502	7503	-18.010	7502	0.9161	7502.0	285	H2O
7502	8024	-12.000	7502	0.8664	7502.0	285	C
8024	8049	27.995	8024	0.918	8024.0	285	CO
3762	7503	27.995	3762	0.8866	3762.0	285	CO
3762	11524	-28.068	3762	0.8577	3762.0	285	 
2509	2533	-0.094	2509	0.7933	2509.0	287	 
12651	12725	44.026	12651	0.9849	12651.0	289	H2N3:C2H4O
12579	12651	27.000	12579	0.9873	12579.0	289	 
12569	13208	-14.015	12569	0.9862	12569.0	289	methanol (-H2O):CH2
12569	12651	44.026	12569	0.9866	12569.0	289	H2N3:C2H4O
11897	12725	-14.015	11897	0.9981	11897.0	289	methanol (-H2O):CH2
10369	10430	44.027	10369	0.9852	10369.0	290	H2N3:C2H4O
1382	2101	-36.000	1382	0.7794	1382.0	291	C3
800	3121	-27.995	800	0.855	800.0	291	CO
800	1382	-0.000	800	0.978	800.0	291	 
1382	3121	-27.995	1382	0.8639	1382.0	291	CO
2101	3121	8.005	2101	0.8178	2101.0	291	 
562	800	0.000	562	0.9568	562.0	291	 
800	2101	-36.000	800	0.7896	800.0	291	C3
562	1382	0.000	562	0.9778	562.0	291	 
8053	8130	0.036	8053	0.9862	8053.0	292	 
5371	8053	45.911	5371	0.8825	5371.0	292	 
4018	8053	27.958	4018	0.8975	4018.0	292	 
5371	8130	45.948	5371	0.8765	5371.0	292	 
4018	8130	27.994	4018	0.8826	4018.0	292	CO
1435	2546	0.001	1435	0.7445	1435.0	293	 
2200	2546	0.001	2200	0.8702	2200.0	293	 
719	2421	21.969	719	0.72	719.0	295	 
1700	1836	-0.036	1700	0.9777	1700.0	298	 
5562	7526	0.000	5562	0.8506	5562.0	300	 
5562	9727	55.990	5562	0.8674	5562.0	300	C2O2
6159	6823	0.000	6159	0.9041	6159.0	302	 
3425	5539	-32.026	3425	0.8459	3425.0	306	CH4O
3430	5539	-14.016	3430	0.8488	3430.0	306	methanol (-H2O):CH2
3425	3430	-18.011	3425	0.9154	3425.0	306	H2O
894	3505	-0.000	894	0.9672	894.0	309	 
817	6334	-56.062	817	0.7502	817.0	309	C4H8
894	1033	0.000	894	0.9913	894.0	309	 
894	896	-1.003	894	0.8232	894.0	309	isotope_13C
1811	3505	0.036	1811	0.7738	1811.0	309	 
817	894	0.000	817	0.9921	817.0	309	 
1033	3505	-0.000	1033	0.9656	1033.0	309	 
817	1033	0.000	817	0.9952	817.0	309	 
1286	2969	-1.004	1286	0.7516	1286.0	309	isotope_13C
1033	1811	-0.036	1033	0.7659	1033.0	309	 
1286	2962	-0.000	1286	0.8566	1286.0	309	 
6334	6335	-18.011	6334	0.9136	6334.0	309	H2O
817	1811	-0.036	817	0.7656	817.0	309	 
2962	6334	26.015	2962	0.7432	2962.0	309	C2H2
1170	2962	-0.038	1170	0.8438	1170.0	309	 
1170	1286	-0.038	1170	0.8812	1170.0	309	 
817	3505	0.000	817	0.9718	817.0	309	 
2962	2969	-1.004	2962	0.8591	2962.0	309	isotope_13C
1286	1692	0.037	1286	0.7476	1286.0	309	 
4074	4501	42.047	4074	0.803	4074.0	310	C3H6
1842	5205	-138.068	1842	0.7475	1842.0	313	 
3952	3957	0.037	3952	0.96	3952.0	317	 
1854	2155	0.000	1854	0.802	1854.0	318	 
1854	4044	0.000	1854	0.7856	1854.0	318	 
12989	13030	44.027	12989	0.917	12989.0	319	H2N3:C2H4O
4988	6149	-0.037	4988	0.7649	4988.0	322	 
4767	4860	-0.073	4767	0.9311	4767.0	323	 
7747	8979	-28.031	7747	0.9878	7747.0	327	C2H4
12683	12686	-290.188	12683	0.9455	12683.0	328	 
7105	7728	-0.000	7105	0.7946	7105.0	329	 
13100	14150	-72.055	13100	0.9724	13100.0	330	C3H6NO:CH4N4:C2H6N3
6850	6879	-41.023	6850	0.819	6850.0	333	C2H3N
1032	2586	-15.995	1032	0.8401	1032.0	335	O
1443	2586	-15.995	1443	0.9544	1443.0	335	O
1443	3636	-15.995	1443	0.8892	1443.0	335	O
1100	3636	-15.959	1100	0.8474	1100.0	335	 
2586	4082	0.000	2586	0.8314	2586.0	335	 
795	1032	0.036	795	0.9268	795.0	335	 
1100	2586	-15.959	1100	0.8691	1100.0	335	 
3636	4082	0.000	3636	0.8931	3636.0	335	 
1100	1443	0.036	1100	0.9418	1100.0	335	 
2586	3636	-0.000	2586	0.9212	2586.0	335	 
178	795	0.000	178	0.8751	178.0	335	 
14579	14580	-28.032	14579	0.8634	14579.0	336	C2H4
8591	8592	-58.004	8591	0.9106	8591.0	340	N3O:C2H2O2
6331	8592	-170.094	6331	0.7918	6331.0	340	 
575	654	0.036	575	0.9764	575.0	341	 
11403	12956	-28.030	11403	0.9591	11403.0	343	C2H4
9632	11922	-46.042	9632	0.8406	9632.0	345	H4N3:C2H6O
9685	11922	-28.032	9685	0.8122	9685.0	345	C2H4
9632	9685	-18.010	9632	0.876	9632.0	345	H2O
3275	3284	18.010	3275	0.723	3275.0	348	H2O
5252	6047	-28.031	5252	0.8386	5252.0	351	C2H4
5262	6047	0.000	5262	0.8124	5262.0	351	 
5252	5262	-28.031	5252	0.9181	5252.0	351	C2H4
3817	6896	7.006	3817	0.7757	3817.0	352	 
3338	3817	39.000	3338	0.7428	3338.0	352	 
3338	3758	2.017	3338	0.7698	3338.0	352	H2
3338	6226	46.006	3338	0.9085	3338.0	352	CH2O2
3758	4282	74.036	3758	0.7599	3758.0	352	CH4N3O:C3H6O2
3758	7459	27.994	3758	0.9105	3758.0	352	CO
3805	6226	-28.031	3805	0.901	3805.0	352	C2H4
4282	7459	-46.042	4282	0.7386	4282.0	352	H4N3:C2H6O
3338	6896	46.006	3338	0.9135	3338.0	352	CH2O2
3805	6896	-28.031	3805	0.9019	3805.0	352	C2H4
3338	3805	74.037	3338	0.8643	3338.0	352	CH4N3O:C3H6O2
6226	6896	0.000	6226	0.9652	6226.0	352	 
541	3805	-54.047	541	0.7222	541.0	352	C4H6
409	541	-0.000	409	0.9242	409.0	352	 
1309	5972	15.995	1309	0.7614	1309.0	353	O
1309	1352	0.036	1309	0.9271	1309.0	353	 
8993	9005	0.038	8993	0.9281	8993.0	354	 
1253	2644	0.036	1253	0.7529	1253.0	355	 
2644	4828	-0.036	2644	0.8823	2644.0	355	 
4026	4828	-0.036	4026	0.8294	4026.0	355	 
2990	4828	-0.036	2990	0.8445	2990.0	355	 
2644	3808	-0.036	2644	0.8848	2644.0	355	 
2990	4026	0.000	2990	0.8071	2990.0	355	 
2644	4026	-0.000	2644	0.8485	2644.0	355	 
3808	4828	0.000	3808	0.857	3808.0	355	 
2644	2990	-0.000	2644	0.9018	2644.0	355	 
1253	4828	0.000	1253	0.7846	1253.0	355	 
2990	3808	-0.036	2990	0.8739	2990.0	355	 
1804	1966	0.037	1804	0.9008	1804.0	357	 
1505	1966	0.037	1505	0.7181	1505.0	357	 
1505	1804	0.000	1505	0.7693	1505.0	357	 
8260	9348	3.995	8260	0.7449	8260.0	358	 
8933	8968	-24.003	8933	0.7924	8933.0	359	C2
9206	10214	-28.031	9206	0.9214	9206.0	359	C2H4
8968	9465	21.986	8968	0.7832	8968.0	359	adduct_rel_H_Na:Na-H
8933	9465	-2.017	8933	0.8689	8933.0	359	H2
9206	9465	-26.015	9206	0.7346	9206.0	359	C2H2
3635	3853	0.000	3635	0.951	3635.0	361	 
8606	8761	45.058	8606	0.885	8606.0	364	C2H7N
8603	8606	-28.031	8603	0.9717	8603.0	364	C2H4
1567	2342	-14.015	1567	0.8526	1567.0	365	methanol (-H2O):CH2
2787	4405	-0.061	2787	0.7243	2787.0	365	 
2342	4405	-0.061	2342	0.7168	2342.0	365	 
2342	2787	0.001	2342	0.8683	2342.0	365	 
10492	13071	256.163	10492	0.97	10492.0	366	 
10786	13071	-42.047	10786	0.9817	10786.0	366	C3H6
8858	12025	-44.026	8858	0.7004	8858.0	369	H2N3:C2H4O
1298	1544	-44.026	1298	0.9915	1298.0	370	H2N3:C2H4O
5167	6856	-40.031	5167	0.7658	5167.0	372	C3H4
933	939	-12.000	933	0.8344	933.0	373	C
5478	6883	0.000	5478	0.7802	5478.0	375	 
5235	7777	0.000	5235	0.7176	5235.0	375	 
7777	8822	-14.016	7777	0.7986	7777.0	375	methanol (-H2O):CH2
5478	7777	15.995	5478	0.7472	5478.0	375	O
5478	8822	1.979	5478	0.7396	5478.0	375	 
1508	5373	-0.021	1508	0.7974	1508.0	376	 
2056	3809	-30.010	2056	0.7714	2056.0	377	CH2O
2485	3886	0.000	2485	0.9084	2485.0	377	 
2056	2485	0.000	2056	0.8453	2056.0	377	 
2056	3886	0.000	2056	0.7991	2056.0	377	 
3809	3886	30.011	3809	0.8031	3809.0	377	CH2O
2485	3809	-30.010	2485	0.8036	2485.0	377	CH2O
9802	11284	0.000	9802	0.9855	9802.0	381	 
11284	12114	-14.016	11284	0.9905	11284.0	381	methanol (-H2O):CH2
9802	11283	17.027	9802	0.9846	9802.0	381	adduct_rel_H_NH4 or NH3
9825	11283	-0.000	9825	0.995	9825.0	381	 
9635	11419	-28.031	9635	0.9876	9635.0	381	C2H4
9802	12114	-14.016	9802	0.9861	9802.0	381	methanol (-H2O):CH2
9635	11283	-0.000	9635	0.9848	9635.0	381	 
9062	11283	-42.047	9062	0.9855	9062.0	381	C3H6
4997	9468	-70.078	4997	0.7145	4997.0	383	C5H10
9468	9894	-14.015	9468	0.7802	9468.0	383	methanol (-H2O):CH2
8179	8958	-14.016	8179	0.8636	8179.0	385	methanol (-H2O):CH2
8179	8303	-12.000	8179	0.8883	8179.0	385	C
4851	5628	15.957	4851	0.7434	4851.0	386	 
2356	6483	-2.016	2356	0.761	2356.0	388	H2
6483	7254	0.000	6483	0.7889	6483.0	388	 
6432	8610	-170.094	6432	0.7587	6432.0	389	 
8376	8610	-27.994	8376	0.8142	8376.0	389	CO
8183	8610	-14.016	8183	0.7952	8183.0	389	methanol (-H2O):CH2
8183	8376	13.978	8183	0.8261	8183.0	389	 
8008	8183	-27.995	8008	0.8467	8008.0	389	CO
7884	9141	-28.031	7884	0.9564	7884.0	391	C2H4
10765	12715	-14.015	10765	0.8249	10765.0	394	methanol (-H2O):CH2
13182	13357	0.000	13182	0.9704	13182.0	396	 
4779	13182	-0.000	4779	0.7989	4779.0	396	 
4779	8633	-26.015	4779	0.7644	4779.0	396	C2H2
4779	13357	0.000	4779	0.8249	4779.0	396	 
4953	8633	-26.015	4953	0.7684	4953.0	396	C2H2
4779	4953	0.000	4779	0.8927	4779.0	396	 
4779	7129	42.011	4779	0.7737	4779.0	396	N3:C2H2O
389	1176	-14.016	389	0.8656	389.0	401	methanol (-H2O):CH2
384	920	-13.012	384	0.7183	384.0	401	 
384	423	-0.017	384	0.8793	384.0	401	 
39	389	18.010	39	0.7153	39.0	401	H2O
277	920	-14.016	277	0.8044	277.0	401	methanol (-H2O):CH2
39	384	17.007	39	0.7013	39.0	401	 
196	587	15.995	196	0.7469	196.0	401	O
39	396	-14.016	39	0.9567	39.0	401	methanol (-H2O):CH2
389	920	-14.016	389	0.8573	389.0	401	methanol (-H2O):CH2
277	389	0.000	277	0.9618	277.0	401	 
513	1176	49.980	513	0.8428	513.0	401	 
277	1176	-14.016	277	0.8287	277.0	401	methanol (-H2O):CH2
39	196	-63.995	39	0.734	39.0	401	C4O
384	389	1.003	384	0.827	384.0	401	isotope_13C
920	1176	-0.000	920	0.9107	920.0	401	 
277	384	-1.003	277	0.8056	277.0	401	isotope_13C
196	513	18.010	196	0.8251	196.0	401	H2O
1111	1176	-0.011	1111	0.7023	1111.0	401	 
277	284	-0.036	277	0.961	277.0	401	 
391	396	-0.013	391	0.9904	391.0	401	 
513	1773	15.995	513	0.9142	513.0	401	O
284	389	0.036	284	0.9896	284.0	401	 
9755	11810	-42.047	9755	0.9958	9755.0	410	C3H6
4137	5379	-26.016	4137	0.8213	4137.0	411	C2H2
9129	9772	-2.016	9129	0.739	9129.0	414	H2
9129	9145	-24.000	9129	0.776	9129.0	414	C2
9145	9772	21.984	9145	0.8439	9145.0	414	adduct_rel_H_Na:Na-H
13033	14581	0.000	13033	0.9018	13033.0	418	 
4764	11769	0.000	4764	0.9331	4764.0	419	 
4764	12325	-0.000	4764	0.9176	4764.0	419	 
4764	12720	-0.000	4764	0.9099	4764.0	419	 
11769	12720	-0.000	11769	0.9848	11769.0	419	 
12325	12720	0.000	12325	0.9841	12325.0	419	 
11769	12325	-0.000	11769	0.9946	11769.0	419	 
1267	1520	-44.026	1267	0.7191	1267.0	421	H2N3:C2H4O
7772	12379	-84.094	7772	0.9042	7772.0	422	 
6751	6984	-14.016	6751	0.8442	6751.0	425	methanol (-H2O):CH2
3973	4204	0.000	3973	0.9298	3973.0	428	 
12182	14345	-7.990	12182	0.8263	12182.0	430	 
4209	4274	-0.021	4209	0.7745	4209.0	431	 
5053	5463	-0.073	5053	0.7348	5053.0	432	 
4775	5463	0.000	4775	0.7755	4775.0	432	 
4507	5977	0.000	4507	0.7944	4507.0	434	 
5602	5977	0.000	5602	0.849	5602.0	434	 
4507	5602	0.000	4507	0.7405	4507.0	434	 
222	773	-14.016	222	0.7706	222.0	435	methanol (-H2O):CH2
8187	8375	13.979	8187	0.9838	8187.0	437	 
3366	3761	-0.036	3366	0.8037	3366.0	438	 
2074	2137	30.010	2074	0.9369	2074.0	442	CH2O
2074	2503	0.000	2074	0.9601	2074.0	442	 
2137	2503	-30.010	2137	0.9738	2137.0	442	CH2O
11357	11962	-14.016	11357	0.9152	11357.0	443	methanol (-H2O):CH2
5527	5810	0.000	5527	0.8322	5527.0	445	 
11578	11614	-74.073	11578	0.9558	11578.0	446	C2H8N3:C4H10O
11614	11619	-45.058	11614	0.9444	11614.0	446	C2H7N
12655	13005	0.000	12655	0.974	12655.0	448	 
11860	12655	0.000	11860	0.9777	11860.0	448	 
11860	13005	0.000	11860	0.9963	11860.0	448	 
12233	13005	0.000	12233	0.9632	12233.0	448	 
11860	12233	0.000	11860	0.9655	11860.0	448	 
12233	12655	0.000	12233	0.965	12233.0	448	 
1397	3036	15.995	1397	0.8179	1397.0	449	O
5603	5790	0.000	5603	0.8104	5603.0	451	 
5603	6156	-0.057	5603	0.7125	5603.0	451	 
6156	6345	0.000	6156	0.9282	6156.0	451	 
8216	10250	-42.047	8216	0.9178	8216.0	457	C3H6
8657	9075	-50.016	8657	0.9328	8657.0	460	C4H2
5206	5550	-0.000	5206	0.8769	5206.0	462	 
10268	10289	18.011	10268	0.8808	10268.0	463	H2O
7095	7096	18.012	7095	0.8419	7095.0	465	H2O
1810	9719	-10.057	1810	0.8078	1810.0	469	 
5005	7425	-42.010	5005	0.738	5005.0	470	N3:C2H2O
5005	5271	-0.000	5005	0.7901	5005.0	470	 
5271	7425	-42.010	5271	0.719	5271.0	470	N3:C2H2O
2014	2455	0.000	2014	0.9362	2014.0	472	 
1555	2014	-0.037	1555	0.7945	1555.0	472	 
1555	2455	-0.037	1555	0.749	1555.0	472	 
7976	8727	14.016	7976	0.8161	7976.0	474	methanol (-H2O):CH2
2076	2848	-14.015	2076	0.8004	2076.0	481	methanol (-H2O):CH2
11994	13499	-28.031	11994	0.9865	11994.0	485	C2H4
14283	14297	-28.031	14283	0.805	14283.0	486	C2H4
10571	12635	18.010	10571	0.9069	10571.0	490	H2O
9706	12635	17.026	9706	0.8799	9706.0	490	adduct_rel_H_NH4 or NH3
9282	12635	18.011	9282	0.8675	9282.0	490	H2O
9282	9531	0.000	9282	0.8793	9282.0	490	 
11811	12441	-14.016	11811	0.8424	11811.0	492	methanol (-H2O):CH2
5824	6692	-0.001	5824	0.7097	5824.0	493	 
7169	13662	-84.130	7169	0.919	7169.0	496	 
7169	7545	-14.015	7169	0.9393	7169.0	496	methanol (-H2O):CH2
4842	5136	0.000	4842	0.9418	4842.0	499	 
10947	12478	-28.031	10947	0.8853	10947.0	501	C2H4
10947	11412	-26.016	10947	0.8267	10947.0	501	C2H2
11412	12478	-2.016	11412	0.8468	11412.0	501	H2
10133	11412	-28.031	10133	0.8539	10133.0	501	C2H4
6080	6531	0.000	6080	0.8817	6080.0	503	 
5843	6080	-12.001	5843	0.8262	5843.0	503	C
7930	14296	-336.303	7930	0.8237	7930.0	504	 
14291	14296	35.037	14291	0.8249	14291.0	504	 
1987	2921	162.053	1987	0.8391	1987.0	506	C6H10O5_C6H10O5:C6H10O5_monosaccharide (-H2O):C9H13N3O10P2_cytidine 5' diphosphate (-H2O):C6H10O5
3246	3305	-0.032	3246	0.9108	3246.0	509	 
7162	8105	-54.083	7162	0.8414	7162.0	513	 
7975	7992	35.037	7975	0.7368	7975.0	516	 
1746	1869	0.036	1746	0.8884	1746.0	520	 
11545	13478	-14.015	11545	0.9209	11545.0	521	methanol (-H2O):CH2
6553	6764	0.000	6553	0.9938	6553.0	526	 
2987	6553	27.995	2987	0.8664	2987.0	526	CO
2987	6764	27.995	2987	0.865	2987.0	526	CO
1563	1585	1.003	1563	0.7388	1563.0	529	isotope_13C
1563	1578	-0.992	1563	0.8625	1563.0	529	 
1578	1585	1.995	1578	0.7998	1578.0	529	isotope_34S:isotope_37Cl
6210	8505	0.001	6210	0.7754	6210.0	530	 
11044	11915	0.000	11044	0.9208	11044.0	531	 
1209	1601	36.021	1209	0.7906	1209.0	532	 
1905	3039	0.000	1905	0.7241	1905.0	532	 
1920	3767	-26.014	1920	0.7741	1920.0	532	C2H2
1208	1601	0.000	1208	0.8445	1208.0	532	 
1203	1209	179.079	1203	0.846	1203.0	532	 
1905	1920	-15.995	1905	0.7599	1905.0	532	O
1208	1560	-36.021	1208	0.78	1208.0	532	 
3767	7351	27.994	3767	0.7483	3767.0	532	CO
1203	1560	179.080	1203	0.7424	1203.0	532	 
1208	1209	-36.021	1208	0.9459	1208.0	532	 
1209	1560	0.000	1209	0.8229	1209.0	532	 
1208	1920	87.995	1208	0.7442	1208.0	532	 
3858	3871	30.011	3858	0.7428	3858.0	533	CH2O
12861	13474	-14.016	12861	0.9957	12861.0	534	methanol (-H2O):CH2
3340	4012	0.036	3340	0.8594	3340.0	535	 
3340	3814	0.000	3340	0.8602	3340.0	535	 
1654	1728	30.010	1654	0.7957	1654.0	536	CH2O
1586	1641	17.027	1586	0.8878	1586.0	541	adduct_rel_H_NH4 or NH3
1892	2636	-0.000	1892	0.7124	1892.0	546	 
12261	12484	0.000	12261	0.944	12261.0	547	 
2482	2743	0.000	2482	0.8988	2482.0	552	 
9312	9968	-14.016	9312	0.8936	9312.0	557	methanol (-H2O):CH2
8779	8888	-0.000	8779	0.8759	8779.0	567	 
11935	12811	-2.016	11935	0.8047	11935.0	568	H2
12811	13622	-43.042	12811	0.717	12811.0	568	C2H5N
2044	2605	0.001	2044	0.8527	2044.0	570	 
721	900	0.000	721	0.8356	721.0	572	 
12369	12639	24.000	12369	0.8052	12369.0	574	C2
9898	11648	30.008	9898	0.9737	9898.0	577	CH2O
9849	11648	-14.018	9849	0.9802	9849.0	577	methanol (-H2O):CH2
10733	12908	-14.016	10733	0.9286	10733.0	582	methanol (-H2O):CH2
7230	9368	-28.031	7230	0.7739	7230.0	583	C2H4
6277	9368	-32.026	6277	0.7072	6277.0	583	CH4O
11014	11112	88.051	11014	0.9775	11014.0	586	 
11900	12161	-27.048	11900	0.9106	11900.0	589	 
3293	5187	-42.011	3293	0.7665	3293.0	592	N3:C2H2O
9848	9855	44.027	9848	0.9524	9848.0	596	H2N3:C2H4O
9759	9855	-44.026	9759	0.9409	9759.0	596	H2N3:C2H4O
4192	4406	0.000	4192	0.8638	4192.0	597	 
3575	4774	0.009	3575	1.0	3575.0	602	 
1115	5178	-214.083	1115	0.7876	1115.0	606	 
3663	3667	17.027	3663	0.8475	3663.0	607	adduct_rel_H_NH4 or NH3
9031	13602	193.953	9031	0.9059	9031.0	611	 
1078	3099	-42.011	1078	0.7411	1078.0	612	N3:C2H2O
14367	14485	-100.089	14367	0.8209	14367.0	614	 
14482	14485	-28.031	14482	0.9837	14482.0	614	C2H4
1655	2854	-14.016	1655	0.8273	1655.0	615	methanol (-H2O):CH2
4758	5806	-14.015	4758	0.8528	4758.0	617	methanol (-H2O):CH2
1385	3078	-12.000	1385	0.7683	1385.0	623	C
7201	7752	0.000	7201	0.8863	7201.0	630	 
2609	4601	0.073	2609	0.7578	2609.0	638	 
3723	3822	0.037	3723	0.7374	3723.0	642	 
3238	6207	-2.015	3238	0.7062	3238.0	645	H2
5825	14303	0.000	5825	0.8545	5825.0	646	 
4059	4264	-0.036	4059	0.8907	4059.0	658	 
8801	9408	-0.074	8801	0.9012	8801.0	672	 
1527	1627	0.170	1527	0.9912	1527.0	673	 
4437	9366	-52.031	4437	0.804	4437.0	677	C4H4
2999	4437	-0.000	2999	0.9626	2999.0	677	 
9789	10805	-14.016	9789	0.8904	9789.0	683	methanol (-H2O):CH2
3504	3921	0.000	3504	0.8018	3504.0	699	 
9744	9750	-1.003	9744	0.8377	9744.0	702	isotope_13C
6844	7689	-14.016	6844	0.7799	6844.0	707	methanol (-H2O):CH2
1581	1776	191.994	1581	0.887	1581.0	714	 
1776	6390	12.000	1776	0.8461	1776.0	714	C
10382	10388	17.027	10382	0.9878	10382.0	720	adduct_rel_H_NH4 or NH3
2141	3833	0.036	2141	0.7854	2141.0	722	 
1483	2118	-0.000	1483	0.8332	1483.0	723	 
1973	5798	-0.001	1973	0.9562	1973.0	732	 
1129	3134	32.026	1129	0.7084	1129.0	733	CH4O
9151	11568	-28.032	9151	0.7065	9151.0	735	C2H4
9961	11132	51.922	9961	0.9838	9961.0	770	 
7836	12906	40.031	7836	0.8408	7836.0	776	C3H4
1802	2841	-0.000	1802	0.7459	1802.0	797	 
9002	9002	0.0	1.0	1.0	1.0	-1	
8808	8808	0.0	1.0	1.0	1.0	-1	
4094	4094	0.0	1.0	1.0	1.0	-1	
2584	2584	0.0	1.0	1.0	1.0	-1	
5788	5788	0.0	1.0	1.0	1.0	-1	
649	649	0.0	1.0	1.0	1.0	-1	
12087	12087	0.0	1.0	1.0	1.0	-1	
11271	11271	0.0	1.0	1.0	1.0	-1	
10439	10439	0.0	1.0	1.0	1.0	-1	
12946	12946	0.0	1.0	1.0	1.0	-1	
13490	13490	0.0	1.0	1.0	1.0	-1	
1813	1813	0.0	1.0	1.0	1.0	-1	
14744	14744	0.0	1.0	1.0	1.0	-1	
316	316	0.0	1.0	1.0	1.0	-1	
1640	1640	0.0	1.0	1.0	1.0	-1	
9414	9414	0.0	1.0	1.0	1.0	-1	
13615	13615	0.0	1.0	1.0	1.0	-1	
467	467	0.0	1.0	1.0	1.0	-1	
687	687	0.0	1.0	1.0	1.0	-1	
559	559	0.0	1.0	1.0	1.0	-1	
4401	4401	0.0	1.0	1.0	1.0	-1	
681	681	0.0	1.0	1.0	1.0	-1	
1582	1582	0.0	1.0	1.0	1.0	-1	
708	708	0.0	1.0	1.0	1.0	-1	
3574	3574	0.0	1.0	1.0	1.0	-1	
1995	1995	0.0	1.0	1.0	1.0	-1	
87	87	0.0	1.0	1.0	1.0	-1	
1105	1105	0.0	1.0	1.0	1.0	-1	
2011	2011	0.0	1.0	1.0	1.0	-1	
6684	6684	0.0	1.0	1.0	1.0	-1	
6445	6445	0.0	1.0	1.0	1.0	-1	
9010	9010	0.0	1.0	1.0	1.0	-1	
471	471	0.0	1.0	1.0	1.0	-1	
1681	1681	0.0	1.0	1.0	1.0	-1	
6682	6682	0.0	1.0	1.0	1.0	-1	
4706	4706	0.0	1.0	1.0	1.0	-1	
401	401	0.0	1.0	1.0	1.0	-1	
2654	2654	0.0	1.0	1.0	1.0	-1	
8853	8853	0.0	1.0	1.0	1.0	-1	
282	282	0.0	1.0	1.0	1.0	-1	
50	50	0.0	1.0	1.0	1.0	-1	
180	180	0.0	1.0	1.0	1.0	-1	
1344	1344	0.0	1.0	1.0	1.0	-1	
832	832	0.0	1.0	1.0	1.0	-1	
4164	4164	0.0	1.0	1.0	1.0	-1	
647	647	0.0	1.0	1.0	1.0	-1	
1255	1255	0.0	1.0	1.0	1.0	-1	
14046	14046	0.0	1.0	1.0	1.0	-1	
7945	7945	0.0	1.0	1.0	1.0	-1	
8809	8809	0.0	1.0	1.0	1.0	-1	
944	944	0.0	1.0	1.0	1.0	-1	
2043	2043	0.0	1.0	1.0	1.0	-1	
8752	8752	0.0	1.0	1.0	1.0	-1	
10244	10244	0.0	1.0	1.0	1.0	-1	
10232	10232	0.0	1.0	1.0	1.0	-1	
6076	6076	0.0	1.0	1.0	1.0	-1	
5518	5518	0.0	1.0	1.0	1.0	-1	
10348	10348	0.0	1.0	1.0	1.0	-1	
8127	8127	0.0	1.0	1.0	1.0	-1	
10994	10994	0.0	1.0	1.0	1.0	-1	
10130	10130	0.0	1.0	1.0	1.0	-1	
2453	2453	0.0	1.0	1.0	1.0	-1	
2246	2246	0.0	1.0	1.0	1.0	-1	
14368	14368	0.0	1.0	1.0	1.0	-1	
382	382	0.0	1.0	1.0	1.0	-1	
9435	9435	0.0	1.0	1.0	1.0	-1	
3114	3114	0.0	1.0	1.0	1.0	-1	
1917	1917	0.0	1.0	1.0	1.0	-1	
4170	4170	0.0	1.0	1.0	1.0	-1	
5161	5161	0.0	1.0	1.0	1.0	-1	
13435	13435	0.0	1.0	1.0	1.0	-1	
14191	14191	0.0	1.0	1.0	1.0	-1	
14076	14076	0.0	1.0	1.0	1.0	-1	
14001	14001	0.0	1.0	1.0	1.0	-1	
1814	1814	0.0	1.0	1.0	1.0	-1	
2382	2382	0.0	1.0	1.0	1.0	-1	
2184	2184	0.0	1.0	1.0	1.0	-1	
8777	8777	0.0	1.0	1.0	1.0	-1	
7321	7321	0.0	1.0	1.0	1.0	-1	
5667	5667	0.0	1.0	1.0	1.0	-1	
4197	4197	0.0	1.0	1.0	1.0	-1	
3930	3930	0.0	1.0	1.0	1.0	-1	
2587	2587	0.0	1.0	1.0	1.0	-1	
14628	14628	0.0	1.0	1.0	1.0	-1	
14679	14679	0.0	1.0	1.0	1.0	-1	
2662	2662	0.0	1.0	1.0	1.0	-1	
5692	5692	0.0	1.0	1.0	1.0	-1	
14403	14403	0.0	1.0	1.0	1.0	-1	
14324	14324	0.0	1.0	1.0	1.0	-1	
13424	13424	0.0	1.0	1.0	1.0	-1	
14747	14747	0.0	1.0	1.0	1.0	-1	
2291	2291	0.0	1.0	1.0	1.0	-1	
851	851	0.0	1.0	1.0	1.0	-1	
3332	3332	0.0	1.0	1.0	1.0	-1	
112	112	0.0	1.0	1.0	1.0	-1	
8091	8091	0.0	1.0	1.0	1.0	-1	
4427	4427	0.0	1.0	1.0	1.0	-1	
7006	7006	0.0	1.0	1.0	1.0	-1	
2019	2019	0.0	1.0	1.0	1.0	-1	
7935	7935	0.0	1.0	1.0	1.0	-1	
614	614	0.0	1.0	1.0	1.0	-1	
5929	5929	0.0	1.0	1.0	1.0	-1	
5039	5039	0.0	1.0	1.0	1.0	-1	
1829	1829	0.0	1.0	1.0	1.0	-1	
3983	3983	0.0	1.0	1.0	1.0	-1	
8835	8835	0.0	1.0	1.0	1.0	-1	
421	421	0.0	1.0	1.0	1.0	-1	
13605	13605	0.0	1.0	1.0	1.0	-1	
12923	12923	0.0	1.0	1.0	1.0	-1	
3397	3397	0.0	1.0	1.0	1.0	-1	
4576	4576	0.0	1.0	1.0	1.0	-1	
619	619	0.0	1.0	1.0	1.0	-1	
685	685	0.0	1.0	1.0	1.0	-1	
